3.879426069	3.912 
5	4.929 
5.769551079	5.687 
4	4.397 
4.853871964	4.874 
4.698970004	4.303 
6.48148606	6.023 
5	4.920 
5	4.890 
5	4.942 
4.610833916	4.499 
5	4.959 
8	8.136 
7.721246399	7.371 
5	5.072 
8.199970641	8.155 
6.124938737	6.133 
5	4.856 
5.070581074	5.028 
8.659650985	8.290 
5.769551079	5.393 
6.318758763	6.176 
6.425968732	6.360 
4	4.284 
6.102372909	5.938 
5	4.880 
6.207608311	6.013 
5	5.041 
5	5.024 
5	4.931 
5	4.903 
5.602059991	5.538 
5	4.909 
5	5.014 
6.552841969	6.469 
5	5.320 
8.017728767	6.761 
8.5	7.333 
5	5.068 
5	4.962 
5	4.985 
5	4.831 
6.056505484	6.532 
6.193820026	5.863 
5	4.909 
5	4.757 
5	4.949 
5	4.994 
8.300162274	8.288 
8.795880017	8.583 
7.026872146	6.509 
4.679853714	4.813 
4.569999968	4.715 
9.026872146	8.409 
8.958607315	8.449 
5	4.881 
5.890759031	5.655 
9	8.907 
9	8.572 
6.847711656	6.832 
5	4.855 
5	4.965 
6.863279433	6.583 
8.200659451	7.608 
6	5.769 
8.602059991	9.155 
6.205511953	6.382 
6.698970004	6.436 
8.050609993	8.102 
5	4.974 
5	4.852 
7.387216143	7.837 
5	4.962 
5	4.833 
4.900008766	5.111 
7.698970004	7.205 
5	4.881 
6.449771647	6.348 
7.769551079	7.889 
5	4.985 
5	4.945 
6	6.085 
6.920818754	6.689 
5.187086643	5.857 
5.721246399	5.483 
9.585026652	8.956 
7.698970004	7.750 
5	4.746 
5	4.879 
5	4.787 
5.677780705	5.573 
5	4.966 
5	4.997 
7.353871964	7.007 
5.48148606	5.309 
5	4.959 
6	6.011 
5.161150909	6.256 
5	4.914 
7.602059991	7.601 
5.100000128	4.906 
8.886056648	8.481 
5	4.948 
6.48148606	6.160 
5	4.979 
9.568636236	9.039 
5	5.057 
7.251811973	7.078 
5	5.078 
5	4.887 
5	4.970 
5.552841969	5.260 
7.250031916	7.535 
7.769551079	7.080 
8.769551079	8.273 
6.522878745	6.380 
5	4.956 
5	4.827 
5	5.020 
7.537602002	7.404 
7.638272164	6.964 
7.744727495	7.721 
7.602059991	7.077 
7.282329497	6.697 
6.408935393	6.185 
8.632644079	8.798 
8.259637311	8.534 
8.963324149	8.384 
5	4.934 
5	4.978 
5	4.990 
5.051200198	5.322 
5	4.977 
5	4.939 
5	4.929 
5.429223631	5.656 
5	4.901 
6.41453927	5.764 
6.920818754	6.365 
6.26760624	6.095 
8.27572413	8.111 
2.524328812	2.505 
4.769551079	5.218 
8.397940009	7.939 
7	6.740 
5.137862065	4.982 
5	4.869 
3	3.078 
5.886056648	6.761 
6.425968732	6.145 
6.958607315	7.142 
9.508638306	8.398 
4.568636236	4.573 
2.48148606	2.716 
4.499999953	4.309 
5.076238039	5.043 
5	5.039 
5	5.060 
5	4.741 
5.200659451	5.019 
5.744727495	5.647 
5	5.020 
5	4.920 
7.318758763	6.998 
5	4.805 
5.823908741	5.497 
5	4.998 
3.869666232	3.610 
6.096910013	5.488 
4.657577319	4.557 
5.72010502	5.173 
7.431798276	7.823 
5	4.879 
9.373659633	9.759 
4.920818754	5.005 
5	4.834 
5	4.969 
8.602059991	8.534 
4.374687549	4.224 
5.187086643	5.336 
6.744727495	7.073 
5	4.918 
4.165579296	4.567 
7.180456064	7.129 
6.37675071	6.043 
4.200659451	5.166 
6.823908741	6.803 
8.958607315	8.307 
8.698970004	7.973 
5	5.064 
8.619788758	8.378 
5.585026652	5.427 
7.638272164	7.361 
6.300162274	7.454 
5	4.951 
6.499996932	6.312 
5	5.095 
5	5.005 
5	4.898 
8	7.799 
5.958607315	5.312 
5.860120914	5.545 
6.795880017	6.245 
5	5.016 
5	5.007 
5	4.854 
5	5.050 
6.886056648	6.770 
5	5.121 
5	4.986 
5	4.978 
5.500038134	4.680 
10.44302832	10.041 
7.214670165	7.205 
5	4.913 
5.619788758	5.627 
5	4.944 
5.070019409	5.083 
5	4.873 
8.372605156	7.911 
5	4.927 
4.26760624	4.157 
6.826813732	7.022 
5	4.956 
6.920818754	6.910 
5	5.061 
9.096910013	8.390 
5	4.971 
5	5.063 
7.958607315	7.839 
5	4.829 
6.327902142	6.111 
4.90910678	4.739 
5	5.084 
5	4.875 
8.318758763	8.059 
8.301029996	8.157 
7.853561865	7.781 
8.318758763	6.830 
6.351364926	6.483 
6.075720714	6.245 
6.443697499	6.199 
6.619788758	6.349 
5.207608311	5.205 
4.932557157	5.032 
5	4.888 
5.397940009	5.258 
7.30980392	6.913 
6	6.758 
7.096910013	7.468 
5.853871964	5.951 
5.276420984	5.049 
9.657577319	9.266 
5	4.872 
6.214670165	5.615 
5.301029996	5.054 
6.954677021	7.120 
6.769551079	6.721 
6.119758224	6.047 
5	4.925 
9.337242168	9.418 
7.050144453	7.221 
5	4.970 
8.795880017	8.502 
8.301029996	8.436 
9.319136082	8.604 
6.744727495	6.709 
6	6.074 
8.167491087	7.870 
5	4.960 
6.602059991	6.356 
6.793174124	5.551 
6	6.102 
5	4.829 
5	5.002 
5	5.167 
5.468521083	4.972 
6.022276395	5.660 
5	4.827 
8.301029996	8.283 
5.958607315	5.687 
5.769551079	5.665 
3.239577517	3.140 
7.721246399	7.497 
5	4.766 
5	5.035 
8.420216403	8.105 
8.619788758	8.592 
4.431798276	5.060 
5.455931956	5.265 
6	5.901 
6	5.616 
5	4.902 
5	4.864 
7.690369833	7.893 
6.823908741	7.110 
7.15490196	6.954 
8.397940009	8.544 
5	4.907 
3.732828272	3.797 
5	4.929 
5.30980392	4.589 
5	5.089 
4.903089987	4.703 
4.600000075	4.778 
5	4.813 
7	6.439 
5.920818754	5.322 
5	4.961 
9.283996656	9.092 
8.22184875	7.520 
5	5.014 
4.449997628	4.910 
5	5.003 
5	5.022 
4.920818754	5.290 
4	3.818 
5.356547324	5.298 
7.297741837	7.378 
5	4.956 
5	4.948 
5	4.915 
5	4.923 
5	5.082 
5	4.816 
8.455931956	8.542 
5	5.299 
4	4.474 
5	4.853 
5	4.882 
5	5.107 
5	4.955 
5	4.889 
7.080921908	6.941 
8.318758763	8.379 
5	4.997 
5	4.860 
5	5.014 
5	4.912 
6.49355609	6.403 
6.425968732	6.191 
5	5.034 
5	4.931 
5	4.866 
5.853871964	5.832 
5	4.826 
7.89997427	7.872 
2.602059991	3.071 
5.420216403	5.363 
4	4.097 
5.721246399	5.788 
6	5.936 
5	5.022 
4.630005338	5.001 
4.455931956	4.348 
4	4.101 
5	4.974 
5	4.832 
5.301029996	5.251 
5	4.886 
5	4.756 
5.200000237	6.000 
9.801342913	9.186 
4.886056648	4.797 
5	4.926 
8.09998532	8.071 
6.522878745	6.591 
2.823908741	3.441 
5	4.959 
5	4.956 
5	5.105 
4	4.511 
9.397940009	9.133 
9.227678293	9.174 
5	5.065 
10	8.745 
5	4.961 
5	4.931 
5	4.881 
6.602059991	6.552 
5	5.063 
7.595166283	7.564 
5	5.029 
8.958607315	9.072 
5.346787486	5.077 
7.522878745	7.621 
6.173925197	6.062 
7.790269964	7.746 
6	5.940 
5	5.012 
4.770011163	5.419 
6.866461092	7.842 
7.301029996	7.269 
5	4.847 
5	5.003 
5	5.013 
6.503070352	6.224 
5.327902142	5.494 
6.443697499	6.507 
5.638272164	5.385 
6.417936637	5.952 
5.960189446	5.041 
5	4.973 
6.48148606	6.476 
6.124938737	6.443 
6.560667306	6.070 
8.15490196	7.813 
5	5.029 
5.899998417	5.913 
7.568636236	7.632 
5	5.040 
5	5.090 
5	4.713 
5	5.015 
5	4.978 
5	5.004 
5	5.091 
8.408935393	8.276 
5	5.434 
5.320027306	5.653 
9.565090896	9.550 
7	6.837 
5.140021558	4.925 
7.366531544	7.299 
5	4.991 
5.420216403	5.300 
5	4.875 
5	5.106 
5	4.838 
5.13380312	5.011 
5	5.060 
6.739928612	7.907 
5	4.899 
6.337242168	6.200 
3.215382707	3.123 
5	4.965 
5	4.890 
5	5.052 
5	4.916 
7.886056648	7.808 
5	4.838 
9.337242168	9.074 
5	5.200 
9.180456064	9.187 
5.698970004	5.330 
5	4.918 
5	4.932 
5.709965389	7.354 
6.440093375	6.174 
5.537602002	5.047 
4.886056648	5.338 
8.823908741	8.704 
6.124938737	6.375 
6.585026652	6.231 
5.053056729	5.369 
7.548775535	7.196 
4.522878745	4.965 
7.080398976	7.078 
5	4.860 
5.823908741	5.478 
5	4.987 
5	4.888 
5	5.063 
5.200659451	5.499 
6.443697499	6.413 
4.166852888	3.937 
4.494850022	4.420 
6.673664139	5.634 
6.565431096	6.273 
9.207608311	9.164 
6.201349355	6.225 
5	4.984 
1.602059991	1.670 
7.657577319	7.561 
6.619788758	6.458 
5	4.877 
5	4.915 
5	5.003 
5	5.042 
5.408935393	5.075 
5.408935393	4.792 
5	4.974 
8.958607315	8.480 
6.591760035	6.500 
8.318758763	8.597 
6.853871964	7.005 
9.677780705	7.451 
4.254925208	4.289 
8.22184875	7.326 
3.343901798	2.825 
5	5.062 
5	4.982 
5.122053048	5.356 
5	5.002 
4.638272164	4.893 
5	4.967 
3.958607315	3.986 
4.397940009	4.793 
8.494850022	8.141 
6.052566278	5.555 
5	5.034 
4	4.183 
7.173925197	7.251 
5	5.019 
5	4.864 
5	4.984 
7.522878745	6.933 
5	4.893 
6.657577319	6.313 
8.420216403	6.945 
5.769551079	5.464 
5.759950228	5.318 
5	5.000 
6.494850022	6.183 
7.283996656	7.029 
5.585026652	5.361 
5	4.861 
5	5.032 
4.779996574	4.846 
5	4.804 
7.422331981	7.419 
7.823908741	7.220 
5	4.977 
5.5	5.320 
6.301029996	6.701 
5.638272164	5.484 
6.01306101	5.796 
6.886056648	6.938 
7.779891912	7.615 
5.769551079	5.688 
5	4.896 
8.480172006	8.454 
7.086186148	6.572 
5	4.925 
5	5.025 
8	7.726 
6.329995489	6.110 
8.142667504	7.559 
6.795880017	6.149 
5	4.859 
5.100015437	5.106 
6.585026652	6.609 
5	4.944 
7.903089987	8.036 
3	3.019 
3.512861625	3.075 
5	4.962 
5	5.492 
8.795880017	8.333 
6.259637311	7.005 
5	4.917 
6	6.040 
5	4.911 
6.360513511	6.322 
6.301029996	6.380 
5.698970004	5.096 
5	4.825 
9.537602002	9.229 
6.119186408	6.034 
8.619788758	8.802 
9.300336234	8.602 
6	5.839 
5.22184875	5.222 
7.301029996	7.061 
2.958607315	2.769 
7.061980903	6.997 
7.945049318	7.566 
6.30980392	6.028 
8.795880017	8.466 
7.795880017	7.678 
5	4.979 
9.580044252	8.839 
6.638272164	6.455 
6.425968732	6.499 
4.677780705	4.709 
5	5.010 
6.187086643	6.102 
5.387216143	5.414 
5.677780705	5.194 
6.677780705	6.641 
8.48148606	8.435 
8.48148606	8.289 
9.698970004	9.252 
5	4.908 
6.677780705	6.465 
5.318758763	5.249 
4.26760624	4.128 
5	5.043 
5	4.881 
5	4.942 
6.821023053	6.640 
5.612610174	5.540 
5	4.998 
5	5.079 
8.030118356	8.022 
5	4.852 
5	4.899 
5	4.776 
5	4.858 
7.301029996	7.520 
5	4.898 
8.698970004	8.478 
5	4.787 
6	5.798 
7.628932138	7.273 
5	4.956 
6.175874166	6.310 
5	5.041 
6	5.969 
5	4.838 
9.292429824	9.431 
7	7.582 
5	5.057 
6.408935393	6.170 
7.958607315	7.752 
6.356547324	6.451 
7.046832479	6.674 
6.886056648	6.250 
5.337242168	5.507 
5.292429824	5.045 
8	7.399 
8.301029996	8.127 
5.22184875	5.005 
5	5.044 
8.135116401	8.163 
4.906578315	4.831 
5	4.938 
8.142667504	7.941 
5	5.110 
7.15490196	6.772 
5	5.168 
15	14.709 
9.301029996	8.761 
5	5.033 
8.310691141	7.926 
5	4.994 
5	4.996 
5	4.915 
5	5.031 
5	5.122 
5	4.897 
5.006614133	4.991 
5.920818754	5.963 
11.43004118	10.675 
5	4.929 
6.602059991	6.544 
9.397940009	9.669 
5	5.174 
5	4.959 
5	4.856 
8.022276395	7.545 
5	5.019 
5	4.913 
4.499999953	4.404 
5	4.914 
5	4.772 
5	4.821 
5	5.043 
6.585026652	6.508 
6.886056648	6.731 
6.091514981	5.968 
2.638272164	2.838 
9.096910013	9.148 
5	5.005 
8.301029996	8.054 
8.809668302	8.649 
5	4.952 
7.795880017	7.432 
7.022322112	7.320 
5.301029996	5.398 
5	4.966 
6.124938737	6.281 
5.011138197	4.892 
5	4.907 
3.619788758	3.566 
6.853871964	7.924 
5.958607315	5.792 
3.838631998	4.066 
5	4.952 
5.698970004	5.719 
7.013228266	6.400 
5	4.906 
8.318758763	8.235 
6.920818754	6.428 
8.500312917	8.808 
5	4.956 
6	5.945 
4.207608311	4.350 
